Metadata_sample_name,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_MaxFeretDiameter,AreaShape_FilledArea,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_MeanIntensity_LMX,Intensity_MeanIntensity_TH,Intensity_MaxIntensity_LMX,Intensity_MaxIntensity_TH,Intensity_MinIntensity_LMX,Intensity_MinIntensity_TH,Location_Center_X,Location_Center_Y
S1-LMX,44,220,308,237,0.8183539838126013,16.73656774376801,1,0.7142857142857143,22.561028345356956,22.131198027173767,12.71912042144593,1.378708155663184,56.8700576850888,0.9282700421940928,0.16987544,0.01048102,0.26274511218070984,0.04368932172656059,0.09803921729326248,0.0,209.6,46.55909090909091
S1-LMX,45,163,210,171,0.4918809991806308,14.406180819073164,1,0.7761904761904762,16.15549442140351,15.440887052218295,13.443800380849977,-0.17793621611990332,45.21320343559643,0.9532163742690059,0.13732712,0.022991238,0.1882352977991104,0.0776699036359787,0.07058823853731155,0.009708737954497337,180.05521472392638,103.2638036809816
S1-LMX,46,116,168,126,0.6294147111168571,12.153015559492998,1,0.6904761904761905,14.866068747318506,13.9455852713577,10.836689993370598,0.2782682101658625,39.79898987322333,0.9206349206349206,0.49895212,0.14889525,0.8549019694328308,0.20388349890708923,0.16078431904315948,0.08737864345312119,177.81034482758622,306.88793103448273
S1-LMX,47,280,357,295,0.6816414557733452,18.881394877652593,1,0.7843137254901961,22.847319317591726,22.138621012880005,16.1985269692833,-0.27105851476398074,62.2842712474619,0.9491525423728814,0.13280116,0.0087725315,0.2235294133424759,0.05339805781841278,0.04313725605607033,0.0,297.77142857142854,39.13928571428571
S1-LMX,48,272,360,279,0.7998013423851965,18.609705966725112,1,0.7555555555555555,24.73863375370596,24.499574102549982,14.706231593661098,-1.3930632651165626,62.87005768508881,0.974910394265233,0.10607,0.012350076,0.2705882489681244,0.033980581909418106,0.06666667014360428,0.0,5.805147058823529,264.0220588235294
S1-LMX,49,264,330,277,0.7668432129129928,18.333991376950163,1,0.8,22.80350850198276,22.940784696543673,14.724186385823103,-0.04180790883567181,60.8700576850888,0.9530685920577617,0.1325608,0.018755488,0.21568627655506134,0.04854368790984154,0.05098039284348488,0.004854368977248669,233.7840909090909,296.9431818181818
S1-LMX,50,190,300,204,0.8688112089293553,15.553633450087505,1,0.6333333333333333,22.360679774997898,22.159271237649776,10.972019065395031,-0.49939310572777196,54.2842712474619,0.9313725490196079,0.2227452,0.009580993,0.30588236451148987,0.02427184395492077,0.11372549086809158,0.004854368977248669,26.4,110.79473684210527
S1-LMX,51,286,440,314,0.6767676600087947,19.08262324195121,1,0.65,24.839484696748443,22.69323409419362,16.70668333232977,0.7437019969067223,67.35533905932738,0.910828025477707,0.22339231,0.030076744,0.5137255191802979,0.17475728690624237,0.0313725508749485,0.004854368977248669,302.0244755244755,191.8916083916084
S1-LMX,52,164,208,173,0.6828527553700863,14.450303987687134,1,0.7884615384615384,17.46424919657298,16.980867730095085,12.405475332450298,-0.3138158715369297,46.384776310850235,0.9479768786127167,0.13139655,0.19023797,0.20000000298023224,0.4805825352668762,0.0470588244497776,0.009708737954497337,187.9329268292683,43.30487804878049
S1-LMX,53,356,462,373,0.5749157690468493,21.290215544369623,1,0.7705627705627706,25.059928172283335,23.570358122709386,19.28556399822825,0.5523355854370622,69.94112549695429,0.9544235924932976,0.07920265,0.015040348,0.11764705926179886,0.033980581909418106,0.04313725605607033,0.0,50.65449438202247,261.1376404494382
